ESQUINA,COLONIA,ALCALDIA,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,geopoint,TIPO DE POSTE,ESTATUS CONECTIVIDAD,INCREMENTO 100 Mbps
C. CAPULIN,PUEBLO SANTA CRUZ XOCHITEPEC,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.128656,19.258636,"19.258636,-99.128656",9m,WIFI GRATUITO_ACTIVO,SI
C. RIO ANTIGUO,SAN JOSE ZACATEPEC,XOCHIMILCO,SIN BOTON,CON ALTAVOZ,-99.129782,19.237804,"19.237804,-99.129782",9m,WIFI GRATUITO_ACTIVO,SI
C. LUCERNA SUR,PUEBLO STA. CECILIA TEPETLAPA,XOCHIMILCO,SIN BOTON,CON ALTAVOZ,-99.097994,19.208353,"19.208353,-99.097994",9m,WIFI GRATUITO_ACTIVO,SI
CARRETERA A TOPILEJO,GUADALUPE,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.11909,19.228015,"19.228015,-99.11909",9m,WIFI GRATUITO_ACTIVO,SI
C. LUCERNA,PUEBLO STA. CECILIA TEPETLAPA,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.096544,19.218069,"19.218069,-99.096544",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA BENITO JUAREZ,BARRIO CHAPULTEPEC,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.108365,19.224307,"19.224307,-99.108365",9m,WIFI GRATUITO_ACTIVO,SI
C. FRANCISCO SARABIA,P. SAN ANDRES AHUAYUCAN,XOCHIMILCO,SIN BOTON,CON ALTAVOZ,-99.100418,19.220579,"19.220579,-99.100418",9m,WIFI GRATUITO_ACTIVO,SI
C. PIÑA Y PALACIOS,PUEBLO SAN MATEO XALPA,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.121216,19.234746,"19.234746,-99.121216",9m,WIFI GRATUITO_ACTIVO,SI
C. PUENTE DE URRUTIA,AMP. TITLA,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.075594,19.257057,"19.257057,-99.075594",9m,WIFI GRATUITO_ACTIVO,SI
PROL. DIVISION DEL NORTE,BOSQUES DEL SUR,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.123467,19.27967,"19.27967,-99.123467",9m,WIFI GRATUITO_ACTIVO,SI
C. JUAN BADIANO (CAMINO REAL A NATIVITAS),AMPLIACION NATIVITAS,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.099459,19.238627,"19.238627,-99.099459",9m,WIFI GRATUITO_ACTIVO,SI
AV. DE LAS TORRES,PUEBLO TEPEPAN,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.132479,19.267011,"19.267011,-99.132479",9m,WIFI GRATUITO_ACTIVO,SI
CARRETERA XOCHIMILCO TULYEHUALCO,SAN JERONIMO,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.089197,19.247688,"19.247688,-99.089197",9m,WIFI GRATUITO_ACTIVO,SI
AV. CUAUHTEMOC,BARRIO SAN MIGUEL,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.055914,19.255212,"19.255212,-99.055914",9m,WIFI GRATUITO_ACTIVO,SI
C. FRANCISCO VILLA,SAN SEBASTIAN,XOCHIMILCO,SIN BOTON,SIN ALTAVOZ,-99.00981,19.259865,"19.259865,-99.00981",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA 5 DE MAYO,PUEBLO SAN GREGORIO ATLAPULCO,XOCHIMILCO,SIN BOTON,CON ALTAVOZ,-99.050072,19.25287,"19.25287,-99.050072",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA 5 DE MAYO,P. SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,SIN BOTON,CON ALTAVOZ,-99.030822,19.258317,"19.258317,-99.030822",9m,WIFI GRATUITO_ACTIVO,SI
C. LIC. MARCO A. LANZ GALERA,EL CARMEN,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.02337,19.257135,"19.257135,-99.02337",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA 16 DE SEPTIEMBRE,BARRIO XALTOCAN,XOCHIMILCO,SIN BOTON,CON ALTAVOZ,-99.105966,19.252008,"19.252008,-99.105966",9m,WIFI GRATUITO_ACTIVO,SI
C. MERCADO,BARRIO XALTOCAN,XOCHIMILCO,CON BOTON,CON ALTAVOZ,-99.09371,19.252711,"19.252711,-99.09371",9m,WIFI GRATUITO_ACTIVO,SI
C. HIDALGO,TLACOPAC,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.194971,19.353199,"19.353199,-99.194971",9m,WIFI GRATUITO_ACTIVO,SI
C. SAN PABLO,OLIVAR DE LOS PADRES,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,-99.22754,19.336289,"19.336289,-99.22754",9m,WIFI GRATUITO_ACTIVO,SI
C. COLEGIO,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.205868,19.310739,"19.310739,-99.205868",9m,WIFI GRATUITO_ACTIVO,SI
C. CRATER,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.210008,19.317666,"19.317666,-99.210008",9m,WIFI GRATUITO_ACTIVO,SI
C. CRATER,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.207241,19.320353,"19.320353,-99.207241",9m,WIFI GRATUITO_ACTIVO,SI
C. LAS FUENTES,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.207712,19.323497,"19.323497,-99.207712",9m,WIFI GRATUITO_ACTIVO,SI
C. YUNCAS,TLACUITLAPA,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.236392,19.354705,"19.354705,-99.236392",9m,WIFI GRATUITO_ACTIVO,SI
C. RICARDO CASTRO,GUADALUPE INN,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.188052,19.355267,"19.355267,-99.188052",9m,WIFI GRATUITO_ACTIVO,SI
C. HORTENCIA,AXOTLA,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.174947,19.354657,"19.354657,-99.174947",9m,WIFI GRATUITO_ACTIVO,SI
C. GUSTAVO E. CAMPA,GUADALUPE INN,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.187906,19.361349,"19.361349,-99.187906",9m,WIFI GRATUITO_ACTIVO,SI
C. MINERVA,FLORIDA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.179557,19.362994,"19.362994,-99.179557",9m,WIFI GRATUITO_ACTIVO,SI
C. MIGUEL CARANZA,MERCED GOMEZ,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.191923,19.367005,"19.367005,-99.191923",9m,WIFI GRATUITO_ACTIVO,SI
C. DR. FCO. DE P. MIRANDA,MERCED GOMEZ,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.195461,19.366487,"19.366487,-99.195461",9m,WIFI GRATUITO_ACTIVO,SI
CJON. GONZALES HERREJON,LOMAS DE PLATEROS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.194414,19.37036,"19.37036,-99.194414",9m,WIFI GRATUITO_ACTIVO,SI
BLVD. ADOLFO LOPEZ MATEOS,SAN PEDRO DE LOS PINOS,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.190886,19.385368,"19.385368,-99.190886",9m,WIFI GRATUITO_ACTIVO,SI
4ta CDA. ACUEDUCTO,ACUEDUCTO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.205043,19.397309,"19.397309,-99.205043",9m,WIFI GRATUITO_ACTIVO,SI
PROL. PASEO DE LA REFORMA,CARLOS A. MADRAZO,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.249077,19.381429,"19.381429,-99.249077",9m,WIFI GRATUITO_ACTIVO,SI
C. ALEJANDRO ALLORI,ALFONSO XIII,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.194196,19.373471,"19.373471,-99.194196",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 126,COVE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.200942,19.400323,"19.400323,-99.200942",9m,WIFI GRATUITO_ACTIVO,SI
C. SAN JOSE,MOLINO DE SANTO DOMINGO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.206639,19.394207,"19.394207,-99.206639",9m,WIFI GRATUITO_ACTIVO,SI
C. SANTA BARBARA,MOLINO DE SANTO DOMINGO,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.205574,19.395428,"19.395428,-99.205574",9m,WIFI GRATUITO_ACTIVO,SI
PROL. CANARIO,TOLTECA,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.194008,19.392124,"19.392124,-99.194008",9m,WIFI GRATUITO_ACTIVO,SI
C. ECUATORIANOS,EL PARAISO,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.210319,19.389621,"19.389621,-99.210319",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA PARAISO,EL PARAISO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.210483,19.391509,"19.391509,-99.210483",9m,WIFI GRATUITO_ACTIVO,SI
C. 27 DE NOVIEMBRE,LA CONCHITA,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.208768,19.390508,"19.390508,-99.208768",9m,WIFI GRATUITO_ACTIVO,SI
AV. DEL ROSAL,REACOMODO OLIVAR DEL CONDE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.207946,19.372841,"19.372841,-99.207946",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. PRESA DE TARANGO Y C.LOMA CONVENTO,MERCED GOMEZ,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.21113,19.3644,"19.3644,-99.21113",9m,WIFI GRATUITO_ACTIVO,SI
C. AGUSTIN LARA,HOGAR Y REDENCION,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.214228,19.370801,"19.370801,-99.214228",9m,WIFI GRATUITO_ACTIVO,SI
C. GOLONDRINA ARTICA,LAS GOLONDRINAS 1ra. SECC.,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.212392,19.379343,"19.379343,-99.212392",9m,WIFI GRATUITO_ACTIVO,SI
BOULEVARD DE LA LUZ,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.209427,19.309722,"19.309722,-99.209427",9m,WIFI GRATUITO_ACTIVO,SI
C. YUCATAN,DESARROLLO URBANO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.220823,19.381836,"19.381836,-99.220823",9m,WIFI GRATUITO_ACTIVO,SI
CALZ. DE LOS CORCELES,COLINAS DEL SUR,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.222709,19.368558,"19.368558,-99.222709",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE ISAAC COSTERO (C. E) Y C. MANUEL SANDOVAL (C. D),PEÑA BLANCA (PROLETARIA),ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.254003,19.376479,"19.376479,-99.254003",9m,WIFI GRATUITO_ACTIVO,SI
C. LAS MINAS,LOMAS DE PUERTA GRANDE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.232342,19.357486,"19.357486,-99.232342",9m,WIFI GRATUITO_ACTIVO,SI
AV. CENTENARIO,TLACUITLAPA,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,-99.241448,19.35487,"19.35487,-99.241448",9m,WIFI GRATUITO_ACTIVO,SI
C. 19 DE FEBRERO,TLACOYAQUE,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.267912,19.321973,"19.321973,-99.267912",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA PUERTO DE MAZATLAN,PILOTO ADOLFO L. MATEOS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.230785,19.375579,"19.375579,-99.230785",9m,WIFI GRATUITO_ACTIVO,SI
CETRAM OBSERVATORIO,REAL DEL MONTE,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.200615,19.397774,"19.397774,-99.200615",9m,WIFI GRATUITO_ACTIVO,SI
C. PUERTO ACAPULCO,PILOTO ADOLFO L. MATEOS,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.233785,19.369276,"19.369276,-99.233785",9m,WIFI GRATUITO_ACTIVO,SI
AV. CENTENARIO,PRIVADA DE CENTENARIO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.227241,19.360898,"19.360898,-99.227241",9m,WIFI GRATUITO_ACTIVO,SI
C. JUAN MANUEL HERRERA (ANTES ADOLFO RUIZ CORTINEZ),PALMAS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.21312,19.375908,"19.375908,-99.21312",9m,WIFI GRATUITO_ACTIVO,SI
C. EMILIANO ZAPATA,PUEBLO STA. CRUZ MEYEHUALCO,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-99.203288,19.356444,"19.356444,-99.203288",9m,WIFI GRATUITO_ACTIVO,SI
C. F.C. DEL VALLE,PUEBLO TIZAPAN,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,-99.197097,19.339325,"19.339325,-99.197097",9m,WIFI GRATUITO_ACTIVO,SI
C. CRATER,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.212566,19.315214,"19.315214,-99.212566",9m,WIFI GRATUITO_ACTIVO,SI
AV. TOLUCA,OLIVAR DE LOS PADRES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.214435,19.340182,"19.340182,-99.214435",9m,WIFI GRATUITO_ACTIVO,SI
AV. TOLUCA,OLIVAR DE LOS PADRES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.218794,19.338857,"19.338857,-99.218794",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA PASEO DEL RIO,CHIMALISTAC,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.186799,19.341956,"19.341956,-99.186799",9m,WIFI GRATUITO_ACTIVO,SI
C. EMILIANO ZAPATA,COOP. UNIDAD PROGRESISTA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.241625,19.358394,"19.358394,-99.241625",9m,WIFI GRATUITO_ACTIVO,SI
C. LOS POSTES,JOSE MA. PINO SUAREZ,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.200239,19.393952,"19.393952,-99.200239",9m,WIFI GRATUITO_ACTIVO,SI
C. ROBERTO RIOS ELIZONDO,SAN JOSE DEL OLIVAR,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,-99.234564,19.33478,"19.33478,-99.234564",9m,WIFI GRATUITO_ACTIVO,SI
C. CRISANTEMO,TORRES DE POTRERO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.248979,19.32895,"19.32895,-99.248979",9m,WIFI GRATUITO_ACTIVO,SI
C. FRANCISCO GONZALEZ BOCANEGRA,TORRES DE POTRERO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.247941,19.328815,"19.328815,-99.247941",9m,WIFI GRATUITO_ACTIVO,SI
CALZADA DE LAS AGUILAS,VILLA VERDUM,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.256454,19.342342,"19.342342,-99.256454",9m,WIFI GRATUITO_ACTIVO,SI
C. RIO COLORADO,PUENTE COLORADO,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.229421,19.347285,"19.347285,-99.229421",9m,WIFI GRATUITO_ACTIVO,SI
C. RIO GRIJALVA,PUENTE COLORADO,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,-99.227553,19.34595,"19.34595,-99.227553",9m,WIFI GRATUITO_ACTIVO,SI
CDA. 2 DE CAMELIA,SAN CLEMENTE NTE.,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.225219,19.351294,"19.351294,-99.225219",9m,WIFI GRATUITO_ACTIVO,SI
CAMINO REAL DE TETELPAN,TIZAPAMPANO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.223788,19.34271,"19.34271,-99.223788",9m,WIFI GRATUITO_ACTIVO,SI
AV. MIGUEL HIDALGO,COLINAS DEL SUR,ALVARO OBREGON,SIN BOTON,SIN ALTAVOZ,-99.224434,19.369071,"19.369071,-99.224434",9m,WIFI GRATUITO_ACTIVO,SI
AV. JAVIER BARRO SIERRA,CARLOS A. MADRAZO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.247988,19.37881,"19.37881,-99.247988",9m,WIFI GRATUITO_ACTIVO,SI
CALZ. AGUILAS,AGUILAS,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,-99.206339,19.359667,"19.359667,-99.206339",9m,WIFI GRATUITO_ACTIVO,SI
C. ROSA DE LOS ANGELES,MOLINO DE ROSAS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.198994,19.372661,"19.372661,-99.198994",9m,WIFI GRATUITO_ACTIVO,SI
C. DR. ALFONSO CASO ANDRADE,AGUILAS PILARES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.207329,19.351821,"19.351821,-99.207329",9m,WIFI GRATUITO_ACTIVO,SI
RET. 18 DE JULIO,PUEBLO DE STA LUCIA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.251851,19.358362,"19.358362,-99.251851",9m,WIFI GRATUITO_ACTIVO,SI
C. VILLA AZUETA,JALALPA TEPITO 2da AMPLIACION,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.235917,19.372727,"19.372727,-99.235917",9m,WIFI GRATUITO_ACTIVO,SI
C. NORTEÑOS,MINAS DE CRISTO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.203574,19.379615,"19.379615,-99.203574",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 19,OLIVAR DEL CONDE 1RA SECC.,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.203863,19.374581,"19.374581,-99.203863",9m,WIFI GRATUITO_ACTIVO,SI
C. 13,OLIVAR DEL CONDE 1RA. SECC.,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.208852,19.374431,"19.374431,-99.208852",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 22,OLIVAR DEL CONDE 1RA SECC.,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.209727,19.37368,"19.37368,-99.209727",9m,WIFI GRATUITO_ACTIVO,SI
C. PABLO VERONES,ALFONSO XIII,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.19622,19.377834,"19.377834,-99.19622",9m,WIFI GRATUITO_ACTIVO,SI
C. ACUEDUCTO,LOMAS DE SANTA FE,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.240915,19.387052,"19.387052,-99.240915",9m,WIFI GRATUITO_ACTIVO,SI
PRIV. CENTENARIO,REACOMODO GOMEZ,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.230115,19.360153,"19.360153,-99.230115",9m,WIFI GRATUITO_ACTIVO,SI
C. HDA. LA PURISIMA,AMPL. PRESIDENTES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.227899,19.375294,"19.375294,-99.227899",9m,WIFI GRATUITO_ACTIVO,SI
C. IGNACIO ALLENDE,JALALPA TEPITO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.227591,19.379677,"19.379677,-99.227591",9m,WIFI GRATUITO_ACTIVO,SI
C. PASEO DEL PEDREGAL,JARDINES DEL PEDREGAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.204543,19.309086,"19.309086,-99.204543",9m,WIFI GRATUITO_ACTIVO,SI
CAMINO REAL A TOLUCA,BELLAVISTA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.195287,19.394409,"19.394409,-99.195287",9m,WIFI GRATUITO_ACTIVO,SI
C. HALCON,BELLAVISTA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.192911,19.398126,"19.398126,-99.192911",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. CENTRAL Y AV. SANTA LUCIA,ALFONSO XIII,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,-99.195007,19.383267,"19.383267,-99.195007",9m,WIFI GRATUITO_ACTIVO,SI
C. LUIS ECHEVERRIA,LOMAS DE LA ERA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,-99.255252,19.328832,"19.328832,-99.255252",9m,WIFI GRATUITO_ACTIVO,SI
AV. PLAN DE SAN LUIS,AZCAPOTZALCO,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,-99.166863,19.464296,"19.464296,-99.166863",9m,WIFI GRATUITO_ACTIVO,SI
C. BEGONIAS,NUEVA SANTA MARIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.169578,19.463823,"19.463823,-99.169578",9m,WIFI GRATUITO_ACTIVO,SI
AV. CLAVERIA,AZCAPOTZALCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.186606,19.465596,"19.465596,-99.186606",9m,WIFI GRATUITO_ACTIVO,SI
C. PALESTINA,AZCAPOTZALCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.182025,19.467236,"19.467236,-99.182025",9m,WIFI GRATUITO_ACTIVO,SI
C. PONIENTE 116,BARRIO COLTONGO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.153942,19.483032,"19.483032,-99.153942",9m,WIFI GRATUITO_ACTIVO,SI
C. 16,PRO-HOGAR,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.151869,19.477612,"19.477612,-99.151869",9m,WIFI GRATUITO_ACTIVO,SI
C. 21,PRO HOGAR,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.158138,19.476983,"19.476983,-99.158138",9m,WIFI GRATUITO_ACTIVO,SI
C. HDA. PEDERNALES,EX HDA. EL ROSARIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.209886,19.497391,"19.497391,-99.209886",9m,WIFI GRATUITO_ACTIVO,SI
AV. CULTURA NAHUATL,AZCAPOTZALCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.205886,19.514241,"19.514241,-99.205886",9m,WIFI GRATUITO_ACTIVO,SI
ENTRADA AL CETRAM EL ROSARIO,U.H. EL ROSARIO,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,-99.201381,19.501422,"19.501422,-99.201381",9m,WIFI GRATUITO_ACTIVO,SI
C. A. L. MATEOS,AMPL. SAN PEDRO XALPA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.218422,19.480671,"19.480671,-99.218422",9m,WIFI GRATUITO_ACTIVO,SI
AV. INVIERNO,ANGEL ZIMBRON,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.18967,19.470256,"19.470256,-99.18967",9m,WIFI GRATUITO_ACTIVO,SI
C. FCO. I. MADERO,AMPL. SAN PEDRO XALPA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.216047,19.478938,"19.478938,-99.216047",9m,WIFI GRATUITO_ACTIVO,SI
C. ENRIQUE AÑORVE,AMPL. SAN PEDRO XALPA,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,-99.214896,19.48072,"19.48072,-99.214896",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. COCOTEROS Y C. FRAMBUESA,NUEVA SANTA MARIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.166778,19.465317,"19.465317,-99.166778",9m,WIFI GRATUITO_ACTIVO,SI
PROL. SAN CARLOS,U. HAB. EL ROSARIO,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,-99.198645,19.500404,"19.500404,-99.198645",9m,WIFI GRATUITO_ACTIVO,SI
AV. AQUILES SERDAN,U. HAB. EL ROSARIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.206083,19.50429,"19.50429,-99.206083",9m,WIFI GRATUITO_ACTIVO,SI
CTO. MALINALLI,U.H. XOCHINAHUAC,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.197402,19.509805,"19.509805,-99.197402",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA SAN PABLO XALPA,PUEBLO SANTA BARBARA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.184423,19.497934,"19.497934,-99.184423",9m,WIFI GRATUITO_ACTIVO,SI
C. AKAN,U. H. INFONAVIT XOCHINAHUAC,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.191026,19.505373,"19.505373,-99.191026",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA HIDALGO,BARRIO SAN ANDRES,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.181313,19.495334,"19.495334,-99.181313",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE 2a CDA. EL ROSARIO Y C. TIERRA CALIENTE,U.H. EL ROSARIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.20241,19.501583,"19.501583,-99.20241",9m,WIFI GRATUITO_ACTIVO,SI
AV. 22 DE FEBRERO,PUEBLO SANTA MARIA MALINALCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.183328,19.481803,"19.481803,-99.183328",9m,WIFI GRATUITO_ACTIVO,SI
C. NUBIA,PUEBLO STA. MA. MALINALCO,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,-99.181919,19.474295,"19.474295,-99.181919",9m,WIFI GRATUITO_ACTIVO,SI
C. ALHELI,TLATILCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.165155,19.457229,"19.457229,-99.165155",9m,WIFI GRATUITO_ACTIVO,SI
AV. ENCARNACION ORTIZ,PATRIMONIO FAMILIAR,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.151955,19.468123,"19.468123,-99.151955",9m,WIFI GRATUITO_ACTIVO,SI
C. PAPALOAPAN,BARRIO SAN ANDRES,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.179919,19.492335,"19.492335,-99.179919",9m,WIFI GRATUITO_ACTIVO,SI
C. SANCHEZ COLIN,PROVIDENCIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.213654,19.492588,"19.492588,-99.213654",9m,WIFI GRATUITO_ACTIVO,SI
EJE 3 NORTE AV. SAN ISIDRO,SAN FRANCISCO TETECALA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.190664,19.48063,"19.48063,-99.190664",9m,WIFI GRATUITO_ACTIVO,SI
AV. 22 DE FEBRERO,DEL MAESTRO,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,-99.182844,19.484027,"19.484027,-99.182844",9m,WIFI GRATUITO_ACTIVO,SI
AV. F.F.C.C. NACIONALES,SANTA INES,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.189235,19.491898,"19.491898,-99.189235",9m,WIFI GRATUITO_ACTIVO,SI
C. FCO. SARABIA,PROVIDENCIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.215568,19.491537,"19.491537,-99.215568",9m,WIFI GRATUITO_ACTIVO,SI
C. TEJOCOTES,PASTEROS,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.195291,19.493602,"19.493602,-99.195291",9m,WIFI GRATUITO_ACTIVO,SI
CALZ. DE LAS ARMAS,AMPL. SAN PEDRO XALPA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,-99.220257,19.478174,"19.478174,-99.220257",9m,WIFI GRATUITO_ACTIVO,SI
